movieId,tag,ratings,title,genres
147,Leonardo DiCaprio,3.466666666666667,"Basketball Diaries, The (1995)",Drama
147,addiction,3.466666666666667,"Basketball Diaries, The (1995)",Drama
147,heroin,3.466666666666667,"Basketball Diaries, The (1995)",Drama
150,moon,3.845771144278607,Apollo 13 (1995),Adventure|Drama|IMAX
150,NASA,3.845771144278607,Apollo 13 (1995),Adventure|Drama|IMAX
150,space,3.845771144278607,Apollo 13 (1995),Adventure|Drama|IMAX
153,superhero,2.9160583941605838,Batman Forever (1995),Action|Adventure|Comedy|Crime
153,superhero,2.9160583941605838,Batman Forever (1995),Action|Adventure|Comedy|Crime
160,Michael Crichton,2.8771929824561404,Congo (1995),Action|Adventure|Mystery|Sci-Fi
161,submarine,3.6359223300970873,Crimson Tide (1995),Drama|Thriller|War
162,In Netflix queue,4.205882352941177,Crumb (1994),Documentary
175,Nudity (Full Frontal),3.975,Kids (1995),Drama
175,controversial,3.975,Kids (1995),Drama
175,New York City,3.975,Kids (1995),Drama
185,computers,3.0401785714285716,"Net, The (1995)",Action|Crime|Thriller
199,Made me cry,4.125,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance
215,generation X,4.041666666666667,Before Sunrise (1995),Drama|Romance
216,stop looking at me swan,3.326530612244898,Billy Madison (1995),Comedy
216,school,3.326530612244898,Billy Madison (1995),Comedy
216,Adam Sandler,3.326530612244898,Billy Madison (1995),Comedy
222,Ireland,3.75,Circle of Friends (1995),Drama|Romance
223,quirky,3.855769230769231,Clerks (1994),Comedy
223,hilarious,3.855769230769231,Clerks (1994),Comedy
223,generation X,3.855769230769231,Clerks (1994),Comedy
223,witty,3.855769230769231,Clerks (1994),Comedy
223,cynical,3.855769230769231,Clerks (1994),Comedy
223,independent film,3.855769230769231,Clerks (1994),Comedy
224,mental illness,3.6125,Don Juan DeMarco (1995),Comedy|Drama|Romance
224,psychology,3.6125,Don Juan DeMarco (1995),Comedy|Drama|Romance
230,Stephen King,3.3958333333333335,Dolores Claiborne (1995),Drama|Thriller
232,In Netflix queue,3.892857142857143,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
235,movie business,3.6785714285714284,Ed Wood (1994),Comedy|Drama
237,basketball,3.340909090909091,Forget Paris (1995),Comedy|Romance
237,France,3.340909090909091,Forget Paris (1995),Comedy|Romance
237,infertility,3.340909090909091,Forget Paris (1995),Comedy|Romance
246,basketball,4.293103448275862,Hoop Dreams (1994),Documentary
247,Australia,3.9285714285714284,Heavenly Creatures (1994),Crime|Drama
248,Sinbad,3.176470588235294,Houseguest (1994),Comedy
248,bad,3.176470588235294,Houseguest (1994),Comedy
249,Beethoven,3.7222222222222223,Immortal Beloved (1994),Drama|Romance
252,Einstein,3.453488372093023,I.Q. (1994),Comedy|Romance
257,court,3.5,Just Cause (1995),Mystery|Thriller
260,space,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
260,luke skywalker,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
260,darth vader,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
260,Star Wars,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
260,space adventure,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
260,sci-fi,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
260,EPIC,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
260,great soundtrack,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
260,classic sci-fi,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
260,engrossing adventure,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
260,EPIC,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
260,classic,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
260,Nerd,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
260,classic sci-fi,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
260,space action,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
260,space epic,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
260,oldie but goodie,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
260,sci-fi,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
260,Star Wars,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
260,action,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
260,sci-fi,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
260,space opera,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
260,ROBOTS AND ANDROIDS,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
260,classic sci-fi,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
260,classic,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
260,space action,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
261,Louisa May Alcott,3.880952380952381,Little Women (1994),Drama
262,England,3.9047619047619047,"Little Princess, A (1995)",Children|Drama
262,Girl Power,3.9047619047619047,"Little Princess, A (1995)",Children|Drama
262,India,3.9047619047619047,"Little Princess, A (1995)",Children|Drama
272,England,3.7580645161290325,"Madness of King George, The (1994)",Comedy|Drama
272,mental illness,3.7580645161290325,"Madness of King George, The (1994)",Comedy|Drama
273,gothic,2.9464285714285716,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
277,Christmas,3.223684210526316,Miracle on 34th Street (1994),Drama
279,In Netflix queue,3.0,My Family (1995),Drama
280,prison,4.076923076923077,Murder in the First (1995),Drama|Thriller
282,disability,3.3375,Nell (1994),Drama
282,twins,3.3375,Nell (1994),Drama
288,stylized,3.233695652173913,Natural Born Killers (1994),Action|Crime|Thriller
288,satire,3.233695652173913,Natural Born Killers (1994),Action|Crime|Thriller
288,psychedelic,3.233695652173913,Natural Born Killers (1994),Action|Crime|Thriller
288,dark comedy,3.233695652173913,Natural Born Killers (1994),Action|Crime|Thriller
288,controversial,3.233695652173913,Natural Born Killers (1994),Action|Crime|Thriller
288,brutality,3.233695652173913,Natural Born Killers (1994),Action|Crime|Thriller
290,In Netflix queue,4.035714285714286,Once Were Warriors (1994),Crime|Drama
293,sniper,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,tense,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,organized crime,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,quirky,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,touching,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,assassin,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,Jean Reno,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,hit men,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,Natalie Portman,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,Luc Besson,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,love story,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,police corruption,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,Lolita theme,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,Jean Reno,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,imdb top 250,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,humorous,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,hitman,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,hit men,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,Guns,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,police,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,great acting,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,friendship,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,French,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,drama,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,disturbing,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,crime,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,corruption,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,awkward romance,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,assassins,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,assassination,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,assassin,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,Action,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,Gary Oldman,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,loneliness,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
293,unique,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
296,royal with cheese,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,exciting,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,episodic,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,entirely dialogue,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,entertaining,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,ensemble cast,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,drugs & music,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,drugs,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,drug overdose,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,drama,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,disturbing,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,disjointed timeline,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,diner,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,different,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,fast paced,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,dialogue,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,dark comedy,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,dark,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,dancing,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,dance,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,cult film,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,cult classic,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,cult,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,crime scene scrubbing,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,crime,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,cool style,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,cool,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,conversation,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,comedy,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,dark humor,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,fast-paced,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,film noir,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,film-noir,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,smart writing,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,intense,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,intelligent,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,intellectual,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,innovative,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,imdb top 250,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,iconic,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,humour,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,homosexuality,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,hitman,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,hit men,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,Highly quotable,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,heroin,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,Harvey Keitel,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,guns,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,gritty,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,great soundtrack,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,great dialogue,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,great acting,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,gore,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,good music,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,good dialogue,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,golden watch,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,genius,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,gangsters,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,gangster,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,funny,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,fun,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,foul language,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,coke,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,intertwining storylines,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,classic movie,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,characters,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,cult film,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,non-linear,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,great soundtrack,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,good dialogue,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,Samuel L. Jackson,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,witty,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,violent,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,violence,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,very funny,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,sarcasm,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,unusual,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,unpredictable,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,unique,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,drugs,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,Uma Thurman,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,travolta,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,thriller,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,thought-provoking,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,Tarantino,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,suspense,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,stylized,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,stylish,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,storytelling,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,Steve Buscemi,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,splatter,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,satire,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,soundtrack,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,sophisticated,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,twist ending,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,Quentin Tarantino,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,Tarantino,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,hit men,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,character development,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,casual violence,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,brutality,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,bruce willis,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,bloody,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,blood splatters,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,blood,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
296,black humour,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
